,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.11905791704798291,0.036422949330708214,0.11217865091815889,0.03793370908650791,0.08622979654604372,0.14338532960511513,0.0015812072258495932,0.07995592921473076,0.047242527614443995,0.03498606357726187,0.1042744607834215,0.0,0.12843337719175243,0.0031367860857037305,0.025866688311625446
1,0.15421428502640508,0.0,0.0,0.027862403686256462,0.08476526281813976,0.08627208721904232,0.11199517293534846,0.02347406716998011,0.0572993031811306,0.009563619516844243,0.0745103497393429,0.1479393943708642,0.1370705502870935,0.0,0.0
2,0.1495847564133719,0.06960821507308179,0.06133264808352941,0.0,0.011340499065405771,0.19472305019804473,0.005039576736274928,0.05934208661334855,0.08766806683557601,0.008927591668474155,0.05636471406882377,0.07092832753219727,0.1350916647314884,0.0,0.0
3,0.17533331990173337,0.17693562780168168,0.07011882621814762,0.03256923049664055,0.07902257215128715,0.10180068622052446,0.0014359000190106042,0.04221570040937616,0.07657108811444396,0.04671798584349818,0.024021685859489657,0.06183074550149935,0.0,0.0,0.0012176465318411525
4,0.018234029382485126,0.0033785373324209194,0.1510138852323504,0.035345647111177596,0.08489927784855053,0.11873819928831049,0.0029849864256377362,0.0,0.040156812314123165,0.05080407659501205,0.0,0.05186827483705881,0.14057294972011977,0.0,0.026263917188850745
5,0.05213623845830985,0.0,0.01069132405598972,0.05434355478493085,0.03386693359047276,0.04747031560454096,0.0,0.15734360024515318,0.08511478194661712,0.09016529408769572,0.0890924591880777,0.055731197321653665,0.2253796897067039,0.03272550662556344,0.02468633072291982
6,0.2738446226309307,0.037270710120109705,0.054529168644310254,0.03901958179487104,0.02409025334396801,0.11564087166582676,0.0,0.10194825259496618,0.04040026597140628,0.20490613706139138,0.0,0.01851198961841425,0.08672209287801558,0.029433567226488634,0.0512669043710442
7,0.22949261101361357,0.0,0.0754761376702093,0.019871985659353046,0.008841489010570983,0.06872614004747608,0.0027793841270412575,0.17185791973217943,0.04948878369382518,0.04979257271439891,0.004134604940424637,0.004741489226168192,0.13160020363682556,0.0,0.0007714636701784267
8,0.23379160751755415,0.09821321297236416,0.0,0.09337917863546084,0.06004432016169699,0.013709215671911829,0.015551866591428072,0.0311863073329482,0.05517994320025808,0.10567451933307515,0.0393695685447462,0.0,0.07424501133360993,0.0,0.07225724163778519
9,0.18729303923396687,0.11564841720992983,0.0107212380390535,0.13770607463176562,0.06977811716120601,0.03425811240858978,0.005922528358795202,0.021616607696512146,0.038361227039059045,0.12009355578997512,0.0202156942291847,0.007020972953964638,0.06625721073787623,0.0,0.022182018420132878
10,0.2494666503587613,0.0,0.06554267455581363,0.0,0.01108676456156886,0.12025927702879191,0.0,0.02712583909132122,0.09584250971842061,0.012516383218263163,0.13971977423385154,0.03949983901338318,0.12208096403116366,0.0,0.0005350669938413244
11,0.22849156440415078,0.09410008788804843,0.010656972534765845,0.07070679064585313,0.017489944463131915,0.11063576884969917,0.0,0.0,0.05659479419137184,0.01884907334455527,0.08246238239414788,0.0,0.08994246869428145,0.007002322446736444,0.024101119609586923
12,0.21128189120008828,0.09115878203977933,0.028944033964454618,0.03260387402133668,0.01930499613527899,0.06198582932733036,0.2131773290689672,0.1050160275365166,0.06909833368647558,0.018897618279690193,0.05052202790747442,0.0,0.035090606919087705,0.005318727614828994,0.026224024777649797
13,0.18737385686472588,0.11555643844815541,0.010167560706390508,0.13747946461264524,0.07118579997640681,0.03415116852110478,0.005863723298700856,0.022393679258783883,0.0010328236800568576,0.12025768204280464,0.02015841399711149,0.0073783498086326576,0.06607442305398803,0.0,0.02222393051492902
14,0.23390009862347633,0.09799794302060831,0.0,0.13096359967902382,0.055880304404495616,0.003676852320650296,0.014251364331039743,0.03478897756596854,0.08375651978532116,0.10242663003466326,0.01882143668356311,0.0,0.07686232858032502,0.0,0.0242313299989899
15,0.15037545943724104,0.0,0.05618293147483307,0.07188627316144648,0.0,0.0739569619815531,0.0003356373167065417,0.04007041674498345,0.05320316857046656,0.019233735076224077,0.1692798170655108,0.11786380068279391,0.17375793742587545,0.0,0.0
16,0.05593110425039042,0.20453153043323985,0.045305339991770145,0.019198035924218006,0.05164779415147628,0.0,0.0,0.1933807623812014,0.05315584713253442,0.0,0.0,0.0,0.031748864663536824,0.3329465671758574,0.10162977395299552
17,0.2194884085403977,0.05400920897228819,0.2260204700737535,0.0,0.0693003746591499,0.04982516172360062,0.014840395212842122,0.011823415114050556,0.01189411741700137,0.02271306405458823,0.03992923516260383,0.02768766123087791,0.01987523497102196,0.0,0.0
18,0.1841002647594156,0.12237794435163082,0.003891107980589269,0.12670737665884466,0.023092404987169607,0.06563300092175384,0.002707437723840445,0.1570100960141318,0.05213930234139698,0.1675649825400289,0.043687254270679876,0.009855253023675166,0.07460679050455,0.005663108045205024,0.021978593373800752
19,0.10308878726685136,0.19500453743401774,0.0,0.0694751262531906,0.04137625405880484,0.02730640668111659,0.0,0.13465257485652016,0.055875293318001944,0.0,0.059157365959771634,0.23325661540640555,0.040383096034996804,0.0993151381441713,0.0
20,0.12099880629880697,0.13284324361676927,0.1005645110516663,0.0,0.09041917304029497,0.10276821264820553,0.0,0.24401908100797173,0.016544658782128796,0.00014325164072683173,0.02759673461291846,0.006008111293638714,0.048957390420558744,0.0,0.02222068508033524
21,0.21132000161722586,0.09110517813367325,0.028777926014114528,0.03242918759604116,0.02005658510205451,0.06197128454767491,0.2131477282427001,0.10544948132314266,0.04830819578249166,0.01900693529139292,0.05049658915884401,0.0,0.03495279914386025,0.005517127849009614,0.02623461215032916
22,0.17425761433571466,0.07952779716812336,0.06680031129631998,0.014489890050491403,0.07074949918724938,0.028765469285197767,0.003706025251451703,0.10701114858502375,0.012065437481039889,0.021516957415463927,0.0,0.05448972908523566,0.11083460637954136,0.011272789845985927,0.07832805279538305
